"index","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","package","hiearchy","packagepercentcomplete","ring","feeder","packagehomesearned","rolluphomesearned","downstreamhomes"
554,Complete,0.0,"","81.0",0,"",Guilford ARPA,"",15201,"","","0.0","81.0","2022-09-07","","",MWB03,"","","","","12",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","15201.0",NO,2,Not Submitted,,,Construction Package,EM04A,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-1,2,2,81
555,Complete,0.0,"","162.0",0,"",Guilford ARPA,"",30517,"","","11.0","173.0","2022-09-08","","",MWB03,"8/17/21","","","","12",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","30517.0",NO,2,Not Submitted,,,Construction Package,WN03,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-1,4,4,173
556,Complete,0.0,"","138.0",0,"",Guilford ARPA,"",8998,"","","2.0","140.0","2022-09-07","","",MWB03,"8/17/21","","","","12",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","8998.0",NO,2,Not Submitted,,,Construction Package,WN02,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-1,4,4,140
557,"",0.0,"","0.0",0,"",Guilford ARPA,"",29646,"","","0.0","0.0","","","",MWB03,"","","","","12",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","29646.0",NO,2,Not Submitted,,,Planning,MWB03-2,F2,0.0,MWB Ring (GUILFORD ARPA),MWB03-2,0,20,813
558,Complete,0.0,"","169.0",0,"",Guilford ARPA,"",24320,"","","2.0","171.0","2022-09-06","","33956.0",MWB03,"8/17/21","","","","12",0.0,1.0,33956,"","","","",0,0,"","","","","",0,"","24320.0",NO,2,Not Submitted,,,Construction Package,EM02,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-2,4,4,171
559,Complete,0.0,"","145.0",0,"",Guilford ARPA,"",10077,"","","4.0","149.0","2022-09-12","","52223.0",MWB03,"8/17/21","","","","12",0.0,1.0,52223,"","","","",0,0,"","","","","",0,"","10077.0",NO,2,Not Submitted,,,Construction Package,GT03A,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-2,4,4,149
560,Complete,0.0,"","131.0",0,"",Guilford ARPA,"",25083,"","","7.0","138.0","2022-09-12","","19910.0",MWB03,"8/17/21","","","","12",0.0,1.0,19910,"","","","",0,0,"","","","","",0,"","25083.0",NO,2,Not Submitted,,,Construction Package,GT02,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-2,3,3,138
561,Complete,0.0,"","117.0",0,"",Guilford ARPA,"",14655,"","","2.0","119.0","2022-09-13","","",MWB03,"","","","","12",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","14655.0",NO,2,Not Submitted,,,Construction Package,GT03B,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-2,3,3,119
562,Complete,0.0,"","145.0",0,"",Guilford ARPA,"",14738,"","","10.0","155.0","2022-09-13","","",MWB03,"","","","","12",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","14738.0",NO,2,Not Submitted,,,Construction Package,GT06B,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-2,4,4,155
563,Complete,0.0,"","79.0",402,"",Guilford ARPA,"",14337,"","","2.0","81.0","2022-09-14","","",MWB03,"","","","","12",0.0,0.0,0,"","","","",0,402,"","","","","",0,"","14337.0",NO,2,Not Submitted,,,Construction Package,GT06A,F3,0.05,MWB Ring (GUILFORD ARPA),MWB03-2,2,2,81
564,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",MWB01,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,MWB01-1,F2,0.0,MWB Ring,MWB01-1,0,0,1501
565,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","","","",MWB01,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR09A,F3,0.0,MWB Ring,MWB01-1,0,0,96
568,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","160.0","","","",MWB01,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN03B,F3,0.0,MWB Ring,MWB01-1,0,0,160
569,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",MWB01,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN03A,F3,0.0,MWB Ring,MWB01-1,0,0,128
570,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","126.0","","","",MWB01,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN04A,F3,0.0,MWB Ring,MWB01-1,0,0,126
571,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","","","",MWB01,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN04B,F3,0.0,MWB Ring,MWB01-1,0,0,96
572,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","95.0","","","",MWB01,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN02A,F3,0.0,MWB Ring,MWB01-1,0,0,95
573,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","192.0","","","",MWB01,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN06,F3,0.0,MWB Ring,MWB01-1,0,0,192
574,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","","","",MWB01,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN05B,F3,0.0,MWB Ring,MWB01-1,0,0,96
575,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","","","",MWB01,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN05A,F3,0.0,MWB Ring,MWB01-1,0,0,96
576,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","160.0","","","",MWB01,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SN02B,F3,0.0,MWB Ring,MWB01-1,0,0,160
577,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",MWB01,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,MWB01-2,F2,0.0,MWB Ring,MWB01-2,0,10,608
578,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","192.0","2022-11-10","","7434.0",MWB01,"8/17/21","2022-11-14","","","13",0.0,1.0,7434,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,NM08,F3,0.05,MWB Ring,MWB01-2,5,5,192
579,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","192.0","","","11111.0",MWB01,"8/17/21","","","","13",0.0,1.0,11111,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,NM07,F3,0.0,MWB Ring,MWB01-2,0,0,192
580,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","2022-11-15","","",MWB01,"8/17/21","2022-11-16","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,SN01A,F3,0.05,MWB Ring,MWB01-2,3,3,128
581,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","2022-11-17","","",MWB01,"","2022-11-17","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,SN01B,F3,0.05,MWB Ring,MWB01-2,2,2,96
582,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",MWB05,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,MWB05-1,F2,0.0,MWB Ring,MWB05-1,0,3,590
583,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","121.0","2022-11-15","","",MWB05,"8/17/21","2022-11-28","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,SS03A,F3,0.05,MWB Ring,MWB05-1,3,3,121
584,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","87.0","","","",MWB05,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SS04A,F3,0.0,MWB Ring,MWB05-1,0,0,87
585,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",MWB05,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SS04C,F3,0.0,MWB Ring,MWB05-1,0,0,128
586,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","","","",MWB05,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SS04B,F3,0.0,MWB Ring,MWB05-1,0,0,96
587,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","158.0","","","",MWB05,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,WN01,F3,0.0,MWB Ring,MWB05-1,0,0,158
588,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",MWB05,"","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,MWB05-2,F2,0.0,MWB Ring,MWB05-2,0,0,96
589,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"",Greenfield,"","96.0","","","",MWB05,"8/17/21","","","","13",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,SS03B,F3,0.0,MWB Ring,MWB05-2,0,0,96
590,"",0.0,"","0.0",87424,"",LMRE/Lit Fiber,"",50646,"","","0.0","0.0","","","","","","","","","14",0.0,0.0,0,"","","","",0,87424,"","","","","",0,"","",NO,0,No Permits,,,Planning,LMRE Ring,F1,0.0,LMRE Ring,"",0,89,4939
591,"",0.0,"","0.0",8343,"",LMRE/Lit Fiber,"",0,"","","0.0","0.0","","","",MEG01,"","","","","14",0.0,0.0,0,"","","","",0,8343,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Planning,MEG01-1,F2,0.0,LMRE Ring,MEG01-1,0,4,165
592,Complete,0.0,"","74.0",18061,"",LMRE/Lit Fiber,"",3108,"","","12.0","86.0","2022-09-28","","",MEG01,"9/30/21","2022-10-28","","","14",0.0,0.0,0,"","","","",0,18061,"","","","","",0,"","3108.0",NO,1,Not Submitted,,,Construction Package,HA02B,F3,0.05,LMRE Ring,MEG01-1,2,2,86
593,Complete,0.0,"","78.0",22068,"",LMRE/Lit Fiber,"",0,"","","1.0","79.0","2022-11-21","","",MEG01,"","2022-11-23","","","14",0.0,0.0,0,"","","","",0,22068,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,HA02A,F3,0.05,LMRE Ring,MEG01-1,2,2,79
594,"",0.0,"","0.0",42290,"",LMRE/Lit Fiber,"",3170,"","","0.0","0.0","","","",MEG01,"","","","","14",0.0,0.0,0,"","","","",0,42290,"","","","","",0,"","3170.0",NO,2,Not Submitted,,,Planning,MEG01-2,F2,0.0,LMRE Ring,MEG01-2,0,9,654
595,Ready For QC,0.0,"","63.0",15333,"",LMRE/Lit Fiber,"",0,"",MBU,"104.0","167.0","2022-11-29","","",MEG01,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,15333,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,HA03B,F3,0.025,LMRE Ring,MEG01-2,2,2,167
596,Ready For QC,0.0,"","48.0",30899,"",LMRE/Lit Fiber,"",5622,"",MBU,"24.0","72.0","2022-11-30","","",MEG01,"","","","","14",0.0,0.0,0,"","","","",0,30899,"","","","","",0,"","5622.0",NO,1,Not Submitted,,,Detailed Design,HA03A,F3,0.025,LMRE Ring,MEG01-2,1,1,72
597,Complete,0.0,"","83.0",21141,"",LMRE/Lit Fiber,"",6047,"","","1.0","84.0","2022-11-10","","",MEG01,"9/30/21","2022-11-18","","","14",0.0,0.0,0,"","","","",0,21141,"","","","","",0,"","6047.0",NO,1,Not Submitted,,,Construction Package,HA04A,F3,0.05,LMRE Ring,MEG01-2,2,2,84
598,Ready For QC,0.0,"","64.0",25686,"",LMRE/Lit Fiber,"",0,"","","4.0","68.0","2022-12-06","","",MEG01,"","","","","14",0.0,0.0,0,"","","","",0,25686,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,HA04C,F3,0.025,LMRE Ring,MEG01-2,1,1,68
599,Complete,0.0,"","69.0",14297,"",LMRE/Lit Fiber,"",0,"","","2.0","71.0","2022-09-29","","",MEG01,"","2022-10-28","","","14",0.0,0.0,0,"","","","",0,14297,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,HA04B,F3,0.05,LMRE Ring,MEG01-2,2,2,71
600,Ready For QC,0.0,"","86.0",36315,"",LMRE/Lit Fiber,"",0,"","","1.0","87.0","2022-12-06","","",MEG01,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,36315,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,HA01A,F3,0.025,LMRE Ring,MEG01-2,1,1,87
601,"",0.0,"","105.0",32310,"",LMRE/Lit Fiber,"",123,"","","0.0","105.0","","","",MEG01,"","","","","14",0.0,0.0,0,"","","","",0,32310,"","","","","",0,"","123.0",NO,1,Not Submitted,,,Planning,HA01B,F3,0.0,LMRE Ring,MEG01-2,0,0,105
602,"",0.0,"","0.0",81063,"",LMRE/Lit Fiber,"",8019,"","","0.0","0.0","","","",MEG03,"","","","","14",0.0,0.0,0,"","","","",0,81063,"","","","","",0,"","8019.0",NO,1,Not Submitted,,,Planning,MEG03-1,F2,0.0,LMRE Ring,MEG03-1,0,24,1205
603,Complete,0.0,"","245.0",16214,"",LMRE/Lit Fiber,"",228,"",MDU,"35.0","280.0","2022-11-15","","",MEG03,"9/30/21","2022-11-18","","","14",0.0,0.0,0,"","","","",0,16214,"","","","","",0,"","228.0",NO,1,Not Submitted,,,Construction Package,SP01,F3,0.05,LMRE Ring,MEG03-1,7,7,280
604,Complete,0.0,"","63.0",10597,"",LMRE/Lit Fiber,"",2785,"","","0.0","63.0","2022-11-03","","",MEG03,"","2022-11-17","","","14",0.0,0.0,0,"","","","",0,10597,"","","","","",0,"","2785.0",NO,1,Not Submitted,,,Construction Package,SP05A,F3,0.05,LMRE Ring,MEG03-1,2,2,63
605,Ready For QC,0.0,"","79.0",23175,"",LMRE/Lit Fiber,"",0,"","","1.0","80.0","2022-11-29","","",MEG03,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,23175,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,SP05B,F3,0.025,LMRE Ring,MEG03-1,1,1,80
606,Complete,0.0,"","61.0",16406,"",LMRE/Lit Fiber,"",600,"","","0.0","61.0","2022-11-02","","",MEG03,"9/30/21","2022-11-17","","","14",0.0,0.0,0,"","","","",0,16406,"","","","","",0,"","600.0",NO,1,Not Submitted,,,Construction Package,SP04A,F3,0.05,LMRE Ring,MEG03-1,2,2,61
607,Ready For QC,0.0,"","97.0",23878,"",LMRE/Lit Fiber,"",5309,"","","0.0","97.0","2022-11-30","","",MEG03,"","","","","14",0.0,0.0,0,"","","","",0,23878,"","","","","",0,"","5309.0",NO,1,Not Submitted,,,Detailed Design,SP04B,F3,0.025,LMRE Ring,MEG03-1,1,1,97
608,Complete,0.0,"","60.0",23822,"",LMRE/Lit Fiber,"",809,"","","1.0","61.0","2022-10-31","","",MEG03,"9/30/21","2022-11-16","","","14",0.0,0.0,0,"","","","",0,23822,"","","","","",0,"","809.0",NO,1,Not Submitted,,,Construction Package,HO01B,F3,0.05,LMRE Ring,MEG03-1,2,2,61
609,Ready For QC,0.0,"","52.0",21582,"",LMRE/Lit Fiber,"",0,"","","1.0","53.0","2022-12-05","","",MEG03,"","","","","14",0.0,0.0,0,"","","","",0,21582,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,HO01C,F3,0.025,LMRE Ring,MEG03-1,1,1,53
610,Ready For QC,0.0,"","81.0",35201,"",LMRE/Lit Fiber,"",0,"","","2.0","83.0","2022-12-06","","",MEG03,"","","","","14",0.0,0.0,0,"","","","",0,35201,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,HO01A,F3,0.025,LMRE Ring,MEG03-1,1,1,83
611,Complete,0.0,"","114.0",36514,"",LMRE/Lit Fiber,"",23115,"","","6.0","120.0","2022-10-12","","",MEG03,"9/30/21","2022-11-16","","","14",0.0,0.0,0,"","","","",0,36514,"","","","","",0,"","23115.0",NO,1,Not Submitted,,,Construction Package,HO03A,F3,0.05,LMRE Ring,MEG03-1,3,3,120
612,Complete,0.0,"","104.0",28003,"",LMRE/Lit Fiber,"",324,"","","1.0","105.0","2022-10-05","","",MEG03,"9/30/21","2022-10-28","","","14",0.0,0.0,0,"","","","",0,28003,"","","","","",0,"","324.0",NO,1,Not Submitted,,,Construction Package,HO02B,F3,0.05,LMRE Ring,MEG03-1,3,3,105
613,Ready For QC,0.0,"","88.0",45577,"",LMRE/Lit Fiber,"",7985,"","","5.0","93.0","2022-12-07","","",MEG03,"","","","","14",0.0,0.0,0,"","","","",0,45577,"","","","","",0,"","7985.0",NO,1,Not Submitted,,,Detailed Design,HO02A,F3,0.025,LMRE Ring,MEG03-1,1,1,93
614,"",0.0,"","109.0",45548,"",LMRE/Lit Fiber,"",4977,"","","0.0","109.0","","","",MEG03,"","","","","14",0.0,0.0,0,"","","","",0,45548,"","","","","",0,"","4977.0",NO,1,Not Submitted,,,Planning,HO03B,F3,0.0,LMRE Ring,MEG03-1,0,0,109
615,"",0.0,"","0.0",11848,"",LMRE/Lit Fiber,"",0,"","","0.0","0.0","","","",MEG04,"","","","","14",0.0,0.0,0,"","","","",0,11848,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Planning,MEG04-1,F2,0.0,LMRE Ring,MEG04-1,0,4,220
616,Complete,0.0,"","91.0",16330,"",LMRE/Lit Fiber,"",0,"","","1.0","92.0","2022-10-19","","",MEG04,"","2022-11-09","","","14",0.0,0.0,0,"","","","",0,16330,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,LI05B,F3,0.05,LMRE Ring,MEG04-1,2,2,92
617,In Progress,0.0,"","128.0",33109,"",LMRE/Lit Fiber,"",3,"","","0.0","128.0","2022-12-09","","",MEG04,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,33109,"","","","","",0,"","3.0",NO,1,Not Submitted,,,Detailed Design,LI05A,F3,0.025,LMRE Ring,MEG04-1,2,2,128
618,"",0.0,"","0.0",93930,"",LMRE/Lit Fiber,"",3688,"","","0.0","0.0","","","",MEG04,"","","","","14",0.0,0.0,0,"","","","",0,93930,"","","","","",0,"","3688.0",NO,1,Not Submitted,,,Planning,MEG04-2,F2,0.0,LMRE Ring,MEG04-2,0,10,1037
619,Complete,0.0,"","85.0",40954,"",LMRE/Lit Fiber,"",0,"","","3.0","88.0","2022-11-22","","",MEG04,"","2022-11-29","","","14",0.0,0.0,0,"","","","",0,40954,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,CH05B,F3,0.05,LMRE Ring,MEG04-2,2,2,88
620,Complete,0.0,"","87.0",36074,"",LMRE/Lit Fiber,"",0,"","","3.0","90.0","2022-11-23","","",MEG04,"9/30/21","2022-12-01","","","14",0.0,0.0,0,"","","","",0,36074,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,CH05A,F3,0.05,LMRE Ring,MEG04-2,2,2,90
621,Ready For QC,0.0,"","137.0",51686,"",LMRE/Lit Fiber,"",0,"","","2.0","139.0","2022-11-30","","",MEG04,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,51686,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,CH01,F3,0.025,LMRE Ring,MEG04-2,2,2,139
622,Ready For QC,0.0,"","135.0",26546,"",LMRE/Lit Fiber,"",0,"","","14.0","149.0","2022-12-05","","",MEG04,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,26546,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,CH02B,F3,0.025,LMRE Ring,MEG04-2,2,2,149
623,Ready For QC,0.0,"","107.0",40021,"",LMRE/Lit Fiber,"",0,"","","3.0","110.0","2022-12-06","","",MEG04,"","","","","14",0.0,0.0,0,"","","","",0,40021,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,CH02A,F3,0.025,LMRE Ring,MEG04-2,1,1,110
624,In Progress,0.0,"","88.0",24579,"",LMRE/Lit Fiber,"",430,"","","0.0","88.0","2022-12-06","","",MEG04,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,24579,"","","","","",0,"","430.0",NO,1,Not Submitted,,,Detailed Design,CH03,F3,0.025,LMRE Ring,MEG04-2,1,1,88
625,"",0.0,"","121.0",39877,"",LMRE/Lit Fiber,"",2212,"","","0.0","121.0","","","",MEG04,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,39877,"","","","","",0,"","2212.0",NO,1,Not Submitted,,,Planning,CH04B,F3,0.0,LMRE Ring,MEG04-2,0,0,121
626,"",0.0,"","86.0",24150,"",LMRE/Lit Fiber,"",0,"","","2.0","88.0","","","",MEG04,"","","","","14",0.0,0.0,0,"","","","",0,24150,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Planning,CH04A,F3,0.0,LMRE Ring,MEG04-2,0,0,88
627,"",0.0,"","84.0",23821,"",LMRE/Lit Fiber,"",0,"","","0.0","84.0","","","",MEG04,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,23821,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Planning,SP03A,F3,0.0,LMRE Ring,MEG04-2,0,0,84
628,"",0.0,"","77.0",31477,"",LMRE/Lit Fiber,"",797,"","","3.0","80.0","","","",MEG04,"","","","","14",0.0,0.0,0,"","","","",0,31477,"","","","","",0,"","797.0",NO,1,Not Submitted,,,Planning,SP03B,F3,0.0,LMRE Ring,MEG04-2,0,0,80
629,"",0.0,"","0.0",57125,"","","",3629,"","","0.0","0.0","","","",MEG05,"","","","","14",0.0,0.0,0,"","","","",0,0,"","","","0","",0,"","0",NO,1,Not Submitted,,,Planning,MEG05-1,F2,0.0,LMRE Ring,MEG05-1,0,14,815
630,Complete,0.0,"","100.0",9875,"",LMRE/Lit Fiber,"",3476,"","","27.0","127.0","2022-09-30","","",MEG05,"","2022-10-27","","","14",0.0,0.0,0,"","","","",0,9875,"","","","","",0,"","3476.0",NO,1,Not Submitted,,,Construction Package,LI01A,F3,0.05,LMRE Ring,MEG05-1,3,3,127
631,Complete,0.0,"","120.0",29965,"",LMRE/Lit Fiber,"",0,"","","15.0","135.0","2022-10-17","","",MEG05,"9/30/21","2022-10-26","","","14",0.0,0.0,0,"","","","",0,29965,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,LI04B,F3,0.05,LMRE Ring,MEG05-1,3,3,135
632,Complete,0.0,"","91.0",22323,"",LMRE/Lit Fiber,"",0,"","","6.0","97.0","2022-10-18","","",MEG05,"","2022-10-26","","","14",0.0,0.0,0,"","","","",0,22323,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,LI04A,F3,0.05,LMRE Ring,MEG05-1,2,2,97
633,Ready For QC,0.0,"","81.0",11963,"",LMRE/Lit Fiber,"",0,"","","0.0","81.0","2022-12-05","","",MEG05,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,11963,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,LI02A,F3,0.025,LMRE Ring,MEG05-1,1,1,81
634,Ready For QC,0.0,"","84.0",18141,"",LMRE/Lit Fiber,"",1085,"","","0.0","84.0","2022-12-05","","",MEG05,"","","","","14",0.0,0.0,0,"","","","",0,18141,"","","","","",0,"","1085.0",NO,1,Not Submitted,,,Detailed Design,LI02B,F3,0.025,LMRE Ring,MEG05-1,1,1,84
635,Ready For QC,0.0,"","50.0",21348,"",LMRE/Lit Fiber,"",473,"","","1.0","51.0","2022-12-05","","",MEG05,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,21348,"","","","","",0,"","473.0",NO,1,Not Submitted,,,Detailed Design,LI01B,F3,0.025,LMRE Ring,MEG05-1,1,1,51
636,Ready For QC,0.0,"","87.0",16341,"",LMRE/Lit Fiber,"",0,"","","2.0","89.0","2022-12-06","","",MEG05,"9/30/21","","","","14",0.0,0.0,0,"","","","",0,16341,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,LI03A,F3,0.025,LMRE Ring,MEG05-1,1,1,89
637,Ready For QC,0.0,"","93.0",17060,"",LMRE/Lit Fiber,"",4770,"","","0.0","93.0","2022-12-08","","",MEG05,"","","","","14",0.0,0.0,0,"","","","",0,17060,"","","","","",0,"","4770.0",NO,1,Not Submitted,,,Detailed Design,LI03B,F3,0.025,LMRE Ring,MEG05-1,1,1,93
638,On Hold,0.0,"","57.0",15151,"",LMRE/Lit Fiber,"",0,"","","1.0","58.0","2022-12-09","","",MEG05,"","","","","14",0.0,0.0,0,"","","","",0,15151,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,LI03C,F3,0.025,LMRE Ring,MEG05-1,1,1,58
639,In Progress,0.0,"","0.0",9915,"",LMRE/Lit Fiber,"",11170,"","","0.0","0.0","2022-11-29","","",MEG05,"","","","","14",0.0,0.0,0,"","","","",0,9915,"","","","","",0,"","11170.0",NO,1,Not Submitted,,,Detailed Design,MEG05-2,F2,0.025,LMRE Ring,MEG05-2,5,20,624
640,Complete,0.0,"","85.0",16344,"",LMRE/Lit Fiber,"",0,"","","2.0","87.0","2022-10-31","","",MEG05,"9/30/21","2022-11-09","","","14",0.0,0.0,0,"","","","",0,16344,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,LI06B,F3,0.05,LMRE Ring,MEG05-2,2,2,87
641,Complete,0.0,"","100.0",30269,"",LMRE/Lit Fiber,"",58,"","","27.0","127.0","2022-11-02","","",MEG05,"","2022-11-15","","","14",0.0,0.0,0,"","","","",0,30269,"","","","","",0,"","58.0",NO,1,Not Submitted,,,Construction Package,LI06A,F3,0.05,LMRE Ring,MEG05-2,3,3,127
642,Complete,0.0,"","58.0",28689,"",LMRE/Lit Fiber,"",0,"","","1.0","59.0","2022-11-03","","",MEG05,"9/30/21","2022-11-15","","","14",0.0,0.0,0,"","","","",0,28689,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,SP02B,F3,0.05,LMRE Ring,MEG05-2,1,1,59
